accuracy,precision,recall,f1,auc_roc,log_loss,brier,model,threshold_rule,metric_view
0.8429658952884845,0.8245558190510758,0.8366859891750149,0.8305766176562192,0.9152116155147618,0.37311221361159985,0.11437521582453765,ModelB_XGBoost,FWBscore>=56,weighted
0.8417966203330357,0.8262039391590029,0.8309039413710773,0.8285472750318791,0.9134011467189389,0.3787047674015453,0.11665909359521905,ModelB_RandomForest,FWBscore>=56,weighted
0.833342404049151,0.8022591164376833,0.8463513335689367,0.8237156000826558,0.9032885237985784,0.39574140011992914,0.12313603491689537,ModelB_Logistic,FWBscore>=56,weighted
0.7531570972550654,0.7601978440769704,0.6770064686055153,0.7161944245762597,0.8257059343509453,0.5152955286437721,0.16976550414210032,ModelA_Logistic,FWBscore>=56,weighted
0.6643279356842815,0.6362689422952702,0.6311894534519507,0.6337190195486271,0.7296431684902789,0.6064774030288932,0.209323923604057,Baseline_Logistic,FWBscore>=56,weighted
