behavior_cluster_final,n,fwb_mean,fwb_sd,high54_rate,high56_rate,planning_mean,savehabit_mean,goalconf_mean,distress_mean,hardship_total_mean,archetype_label
0,2104,51.14496197718631,10.716570434685625,0.3759505703422053,0.29515209125475284,2.842680608365019,3.6097908745247147,2.872148288973384,3.336026615969582,0.4391634980988593,Planner-Resilient
1,3414,63.391329818394844,11.362203695947086,0.8274751025190392,0.7712360867018161,3.451376684241359,5.145869947275923,3.6124780316344465,2.838898652606913,0.15289982425307558,Planner-Resilient
2,856,39.07126168224299,10.72084121237848,0.06775700934579439,0.04672897196261682,2.4404205607476634,3.2698598130841123,2.5957943925233646,3.897196261682243,4.281542056074766,Strained-Reactive
