dimension,group,n,positive_rate,auc_roc,accuracy,precision,recall,f1,false_negative_rate,false_positive_rate
age_group_3,Young(18-34),65,0.35384615384615387,0.8354037267080745,0.7538461538461538,0.6666666666666666,0.6086956521739131,0.6363636363636364,0.391304347826087,0.16666666666666666
age_group_3,Mid(35-64),600,0.4816666666666667,0.9327651620512022,0.8683333333333333,0.8671328671328671,0.8581314878892734,0.8626086956521739,0.14186851211072665,0.12218649517684887
age_group_3,Older(65+),459,0.6623093681917211,0.9358870967741936,0.8714596949891068,0.8888888888888888,0.9210526315789473,0.9046849757673667,0.07894736842105263,0.22580645161290322
income_group_3,Low,688,0.43459302325581395,0.9099827187454324,0.8313953488372093,0.8166089965397924,0.7892976588628763,0.8027210884353742,0.21070234113712374,0.13624678663239073
income_group_3,Middle,587,0.7427597955706985,0.9329849930129412,0.899488926746167,0.9198218262806236,0.9472477064220184,0.9333333333333333,0.052752293577981654,0.23841059602649006
education_group_3,Lower,409,0.4841075794621027,0.9149791756426827,0.8508557457212714,0.8743169398907104,0.8080808080808081,0.8398950131233596,0.1919191919191919,0.10900473933649289
education_group_3,Middle,657,0.5966514459665144,0.9336445899114364,0.863013698630137,0.8737623762376238,0.9005102040816326,0.8869346733668342,0.09948979591836735,0.19245283018867926
education_group_3,Higher,209,0.69377990430622,0.9544181034482758,0.8851674641148325,0.9006622516556292,0.9379310344827586,0.918918918918919,0.06206896551724138,0.234375
