accuracy,precision,recall,f1,auc_roc,log_loss,brier,model,threshold_rule,metric_view
0.8423529411764706,0.8448795180722891,0.8512898330804249,0.8480725623582767,0.91988303805451,0.3638597797168723,0.11161281168460846,ModelB_XGBoost,FWBscore>=56,unweighted
0.8407843137254902,0.8413173652694611,0.8528072837632777,0.8470233609645818,0.9180773702776737,0.370157442656265,0.11425031830769093,ModelB_RandomForest,FWBscore>=56,unweighted
0.8368627450980393,0.8244604316546763,0.8694992412746586,0.8463810930576071,0.909098299272806,0.38349683630605164,0.11913811594280646,ModelB_Logistic,FWBscore>=56,unweighted
0.7537254901960785,0.778675282714055,0.7314112291350531,0.7543035993740219,0.8281314664091599,0.5149685732642055,0.16975111540870141,ModelA_Logistic,FWBscore>=56,unweighted
0.676078431372549,0.6787790697674418,0.708649468892261,0.6933927245731255,0.7394665274027945,0.605064823398519,0.2081141817743578,Baseline_Logistic,FWBscore>=56,unweighted
