accuracy,precision,recall,f1,auc_roc,log_loss,brier,model,threshold_rule,metric_view
0.8590994291779058,0.876563194242005,0.8565198675535023,0.8664256290827749,0.9277552593741792,0.344210100850646,0.10570853727155828,ModelB_XGBoost,FWBscore>=54,weighted
0.8512238401599438,0.869381102765188,0.8486479502687589,0.8588894228082554,0.926643943116266,0.3558087446608122,0.10871694012019559,ModelB_RandomForest,FWBscore>=54,weighted
0.848754685914005,0.8568234972418324,0.8602681738107514,0.8585423803244339,0.921152633669271,0.36061916398451377,0.10888601360914668,ModelB_Logistic,FWBscore>=54,weighted
0.7523160540646906,0.7767690316881963,0.7518186786392108,0.7640902292569065,0.8128895154584306,0.5323090274393385,0.17662481520166978,ModelA_Logistic,FWBscore>=54,weighted
0.6831339826188578,0.6897837781745104,0.7379788372471021,0.7130678798713596,0.7429222745351536,0.6000375435475254,0.20631591462655352,Baseline_Logistic,FWBscore>=54,weighted
