FWBscore,SAVEHABIT,SCFHORIZON,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,ACT1_1,ACT1_2,FINGOALS,GOALCONF,DISTRESS,ABSORBSHOCK,VOLATILITY,ENDSMEET,COVERCOSTS,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,EARNERS,PPHHSIZE,LIVINGARRANGEMENT,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,OUTLOOK_1,OUTLOOK_2,agecat,PPINCIMP,PPEDUC,EMPLOY,PPGENDER,PPETHM,LMscore,KHscore,FSscore,finalwt,row_missing_core_pct,HARDSHIP_TOTAL,FWB_high_54,FWB_high_56,FWBcat,behavior_cluster
69.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,3.0,2.0,2.0,50.0,5.0,1.0,8,4,4,8.0,2,1,3,0.242,55.0,0.799067729197805,0.0,6,1,1,High,1
59.0,6.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,2.0,3.0,3.0,3.0,50.0,4.0,5.0,3,7,3,3.0,1,1,3,0.712,47.0,0.772729191715478,0.058823529411764705,6,1,1,Medium,1
68.0,5.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,1,0,0,0,1,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,5,3.0,4.0,4.0,2.0,85.0,4.0,2.0,2,8,4,2.0,2,2,2,-1.215,58.0,2.08300827377247,0.0,6,1,1,High,2
76.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2,2.0,3.0,3.0,2.0,80.0,4.0,4.0,4,9,4,2.0,2,1,3,0.242,58.0,1.77400689273698,0.0,6,1,1,High,1
52.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,3.0,3.0,2.0,100.0,2.0,3.0,5,1,2,3.0,1,1,1,-0.57,52.0,1.80320350399452,0.0,6,0,0,Medium,1
76.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,3.0,3.0,3.0,90.0,3.0,4.0,6,7,3,2.0,2,4,1,0.712,56.0,0.461002280037267,0.0,6,1,1,High,1
59.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,0.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,1.0,1.0,10.0,4.0,4.0,8,4,2,8.0,1,1,2,-1.713,46.0,0.599184229362663,0.0,6,1,1,Medium,2
81.0,6.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,1,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2,2.0,2.0,1.0,1.0,100.0,5.0,5.0,7,8,2,8.0,2,3,2,-0.188,60.0,0.790032959489446,0.0,6,1,1,High,1
56.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3.0,2.0,2.0,2.0,75.0,4.0,4.0,1,1,1,5.0,1,1,3,-0.188,42.0,2.11420218901155,0.0,6,1,1,Medium,2
46.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,2.0,2.0,100.0,3.0,3.0,6,2,3,1.0,1,2,3,-1.215,67.0,0.555808200967859,0.0,6,0,0,Medium,2
56.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,0.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,2.0,1.0,2.0,1.0,100.0,4.0,1.0,8,7,4,8.0,1,1,2,0.242,36.0,0.378201205467138,0.0,6,1,1,Medium,2
73.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2.0,3.0,4.0,3.0,100.0,4.0,3.0,8,3,2,8.0,1,1,2,-0.57,60.0,0.565708368947837,0.0,6,1,1,High,1
61.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,2.0,2.0,3.0,1.0,100.0,2.0,3.0,3,8,5,2.0,2,1,2,0.242,43.0,0.975581776812273,0.0,6,1,1,Medium,2
45.0,5.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4,2.0,3.0,4.0,3.0,50.0,3.0,3.0,4,7,5,2.0,1,3,3,-0.188,55.0,0.945275105042559,0.0,6,0,0,Medium,2
52.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4,2.0,3.0,3.0,3.0,85.0,4.0,3.0,4,8,2,4.0,2,1,2,0.242,37.0,1.43597132467536,0.0,6,0,0,Medium,1
60.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2,2.0,3.0,4.0,2.0,50.0,4.0,3.0,6,9,4,8.0,1,1,3,0.242,56.0,0.721776282697989,0.0,6,1,1,Medium,1
51.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,3.0,2.0,3.0,2.0,5.0,4.0,4.0,2,9,4,2.0,1,2,3,-0.909,49.0,1.61053207728517,0.058823529411764705,6,0,0,Medium,2
17.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,0.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5,2.0,2.0,4.0,2.0,80.0,1.0,1.0,3,8,3,2.0,1,1,3,-0.188,45.0,0.726507079214918,0.0,6,0,0,Low,0
55.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2,2.0,3.0,4.0,3.0,75.0,4.0,5.0,3,9,4,2.0,1,1,3,1.267,60.0,1.12355510817575,0.0,6,1,0,Medium,1
50.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3.0,1.0,5.0,5.0,100.0,4.0,5.0,2,1,1,6.0,1,2,2,-1.485,66.0,3.70571708971899,0.0,6,0,0,Medium,1
34.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1,0,0,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,4.0,3.0,1.0,100.0,5.0,1.0,5,1,3,2.0,2,1,3,-0.188,37.0,1.67639786877674,0.0,6,0,0,Low,2
22.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,0,0,0,1,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1.0,4.0,4.0,50.0,1.0,1.0,1,1,2,6.0,2,1,2,-1.215,85.0,0.691478516864794,0.0,6,0,0,Low,0
50.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2,2.0,3.0,3.0,3.0,90.0,4.0,3.0,4,8,5,1.0,1,1,3,0.712,54.0,0.476962626107654,0.0,6,0,0,Medium,1
66.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2,2.0,2.0,3.0,2.0,90.0,2.0,1.0,8,6,4,8.0,1,1,3,0.242,55.0,0.52848766696378,0.0,6,1,1,High,1
43.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,4.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2,2.0,3.0,4.0,3.0,100.0,2.0,2.0,6,1,1,8.0,1,1,1,-0.909,38.0,2.43779779327363,0.0,6,0,0,Low,2
61.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,2.0,2.0,2.0,2.0,65.0,3.0,4.0,6,7,3,8.0,2,1,3,-0.188,52.0,0.487992914064358,0.0,6,1,1,Medium,1
60.0,6.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,2.0,3.0,1.0,100.0,3.0,2.0,7,5,3,8.0,2,1,2,-0.188,73.0,0.467732194611889,0.0,6,1,1,Medium,1
85.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1,4.0,2.0,3.0,2.0,100.0,5.0,3.0,8,8,4,8.0,2,1,3,1.267,77.0,0.489789888236169,0.0,6,1,1,High,1
43.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1.0,3.0,3.0,3.0,90.0,3.0,3.0,4,1,2,6.0,1,1,2,-0.188,42.0,1.19443227123827,0.0,6,0,0,Low,2
71.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,4.0,4.0,3.0,100.0,4.0,4.0,8,4,2,8.0,1,1,3,0.712,48.0,0.653542392899133,0.0,6,1,1,High,1
64.0,6.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2,2.0,2.0,2.0,1.0,100.0,2.0,4.0,4,8,2,2.0,2,1,1,0.242,85.0,1.31007696092163,0.0,6,1,1,High,1
66.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5,3.0,3.0,3.0,3.0,100.0,5.0,5.0,1,7,2,5.0,2,1,3,-1.485,85.0,1.86086623433935,0.0,6,1,1,High,1
56.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2,2.0,3.0,4.0,3.0,75.0,3.0,3.0,7,3,1,8.0,1,1,3,-0.188,44.0,1.61028917792567,0.0,6,1,1,Medium,1
60.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,2.0,3.0,3.0,3.0,90.0,2.0,2.0,5,9,4,8.0,2,1,3,0.712,43.0,1.52817363022826,0.0,6,1,1,Medium,2
54.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,3.0,3.0,3.0,50.0,5.0,3.0,8,4,2,8.0,2,1,1,-0.188,53.0,0.745464253150577,0.0,6,1,0,Medium,2
36.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,3.0,4.0,4.0,60.0,3.0,2.0,4,2,1,8.0,2,2,0,-1.215,49.0,1.34152574592271,0.0,6,0,0,Low,2
22.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,2.0,1.0,2.0,1.0,90.0,5.0,5.0,2,2,2,4.0,2,1,2,-0.909,79.0,0.720364574792719,0.0,6,0,0,Low,0
47.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,1.0,4.0,1.0,100.0,3.0,1.0,7,1,1,8.0,1,1,2,0.712,44.0,2.48204521875552,0.0,6,0,0,Medium,2
58.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3,3.0,3.0,3.0,3.0,85.0,3.0,3.0,2,7,3,7.0,1,1,3,-0.57,54.0,1.5142775349164,0.0,6,1,1,Medium,1
14.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1,3,4.0,2,1,2,-0.909,17.0,0.744192533870604,0.0,6,0,0,Low,0
57.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,2.0,2.0,2.0,90.0,3.0,2.0,6,6,2,2.0,1,1,3,0.242,50.0,0.816106912879049,0.0,6,1,1,Medium,2
65.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,2.0,3.0,2.0,100.0,3.0,1.0,8,5,3,8.0,1,1,3,0.712,55.0,0.404224225123736,0.0,6,1,1,High,1
70.0,6.0,5.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2,2.0,1.0,1.0,2.0,85.0,3.0,3.0,6,4,3,8.0,2,1,2,0.242,48.0,0.597089468668002,0.0,6,1,1,High,1
49.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,3.0,3.0,3.0,50.0,3.0,3.0,4,5,3,8.0,1,1,2,-1.713,42.0,0.906455607120483,0.0,6,0,0,Medium,2
48.0,6.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2,2.0,3.0,5.0,3.0,90.0,2.0,4.0,4,2,4,2.0,1,3,3,-0.57,53.0,1.21371554644141,0.0,6,0,0,Medium,1
82.0,6.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1,2.0,3.0,4.0,3.0,100.0,4.0,1.0,8,7,2,8.0,2,1,3,0.712,71.0,0.416230442384957,0.0,6,1,1,High,1
45.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,4.0,5.0,4.0,4.0,2.0,2.0,5.0,1,8,3,5.0,2,1,3,0.712,35.0,1.96856672399133,0.0,6,0,0,Medium,2
54.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,3.0,1.0,100.0,2.0,3.0,8,2,3,8.0,1,1,3,0.712,39.0,0.643355996097082,0.0,6,1,0,Medium,2
47.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,3.0,3.0,3.0,50.0,4.0,3.0,3,1,1,6.0,2,1,3,0.242,34.0,0.831408490012566,0.0,6,0,0,Medium,2
52.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0,2.0,4.0,3.0,80.0,3.0,4.0,2,4,2,2.0,1,1,3,-0.188,45.0,1.72662315332763,0.0,6,0,0,Medium,0
61.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,4.0,2.0,3.0,2.0,90.0,4.0,4.0,7,6,1,2.0,2,4,3,-0.57,36.0,0.429368947067268,0.0,6,1,1,Medium,2
38.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2,4.0,4.0,4.0,4.0,50.0,3.0,4.0,1,1,3,5.0,1,1,2,0.712,29.0,0.467820874558452,0.0,6,0,0,Low,0
68.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3,2.0,3.0,3.0,3.0,80.0,4.0,5.0,3,9,5,2.0,1,1,3,0.242,55.0,0.788397093004573,0.0,6,1,1,High,1
14.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,5.0,3.0,3.0,0.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,2.0,3.0,2.0,1.0,100.0,1.0,1.0,5,3,2,6.0,1,1,2,-0.909,33.0,1.18739932876964,0.0,6,0,0,Low,0
63.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,2.0,3.0,3.0,2.0,90.0,4.0,2.0,7,3,4,8.0,1,1,3,1.267,49.0,0.701107642427552,0.0,6,1,1,High,1
