FWBscore,SAVEHABIT,SCFHORIZON,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,ACT1_1,ACT1_2,FINGOALS,GOALCONF,DISTRESS,ABSORBSHOCK,VOLATILITY,ENDSMEET,COVERCOSTS,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,EARNERS,PPHHSIZE,LIVINGARRANGEMENT,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,OUTLOOK_1,OUTLOOK_2,agecat,PPINCIMP,PPEDUC,EMPLOY,PPGENDER,PPETHM,LMscore,KHscore,FSscore,finalwt,row_missing_core_pct,HARDSHIP_TOTAL,FWB_high_54,FWB_high_56,FWBcat,behavior_cluster
42.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,4.0,3.0,3.0,4.0,80.0,4.0,3.0,6,8,3,2.0,2,2,3,1.267,66.0,0.502018913614153,0.0,6,0,0,Low,1
52.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,1,0,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2,2.0,3.0,3.0,4.0,50.0,3.0,4.0,8,6,5,8.0,2,2,0,-0.909,47.0,0.863482997953325,0.0,6,0,0,Medium,0
42.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3,2.0,2.0,4.0,2.0,100.0,3.0,4.0,7,6,2,8.0,2,1,3,0.712,47.0,0.541605881308155,0.0,6,0,0,Low,1
86.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,4.0,4.0,4.0,100.0,3.0,4.0,6,9,5,2.0,1,1,3,0.242,62.0,0.447015941810779,0.0,6,1,1,High,1
65.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,3.0,2.0,95.0,4.0,3.0,8,8,5,8.0,1,3,3,1.267,52.0,0.35405674003059,0.0,6,1,1,High,1
68.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4,2.0,1.0,1.0,1.0,100.0,3.0,4.0,6,8,4,7.0,1,1,3,0.712,53.0,0.669932745881724,0.0,6,1,1,High,1
56.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,1.0,1.0,1.0,50.0,2.0,1.0,6,4,2,8.0,2,1,2,-1.215,62.0,0.64647964995007,0.0,6,1,1,Medium,1
74.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2,2.0,3.0,2.0,2.0,95.0,4.0,5.0,4,9,4,2.0,1,1,3,1.267,58.0,0.986328867452414,0.058823529411764705,6,1,1,High,1
37.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3,1.0,2.0,3.0,1.0,60.0,5.0,5.0,1,7,1,2.0,2,1,3,-0.188,62.0,2.29352369226937,0.0,6,0,0,Low,1
54.0,6.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,0,0,0,0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,2.0,4.0,4.0,2.0,95.0,2.0,4.0,3,8,4,2.0,1,1,3,1.267,49.0,0.742083946856187,0.0,6,1,0,Medium,1
57.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2,2.0,4.0,2.0,3.0,7.0,4.0,4.0,2,4,2,2.0,1,3,2,-1.485,36.0,2.35918486942641,0.0,6,1,1,Medium,0
71.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,3.0,3.0,3.0,70.0,5.0,5.0,7,4,2,8.0,2,2,2,-0.57,70.0,0.613108792790043,0.0,6,1,1,High,1
66.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5,2.0,1.0,4.0,1.0,50.0,1.0,3.0,4,1,1,4.0,2,4,1,-1.215,31.0,0.605801909976521,0.0,6,1,1,High,1
54.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,2.0,100.0,5.0,5.0,8,2,2,8.0,1,4,3,1.267,56.0,0.929523606926407,0.0,6,1,0,Medium,1
58.0,1.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,3.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5,4.0,3.0,4.0,3.0,50.0,4.0,4.0,3,2,2,3.0,2,1,1,-0.188,41.0,0.753667067370684,0.0,6,1,1,Medium,2
26.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1.0,5.0,5.0,5.0,75.0,5.0,5.0,4,8,4,2.0,1,1,1,-1.485,79.0,0.658359391717678,0.0,6,0,0,Low,0
52.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,4.0,4.0,2.0,90.0,4.0,5.0,7,3,1,8.0,1,1,3,-0.188,29.0,1.61028917792567,0.0,6,0,0,Medium,2
52.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,2.0,3.0,4.0,2.0,80.0,3.0,2.0,6,8,5,8.0,1,4,3,0.242,53.0,0.261640341874246,0.0,6,0,0,Medium,2
47.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,2.0,4.0,4.0,3.0,12.0,4.0,4.0,2,2,3,7.0,1,4,0,-1.713,52.0,0.639515233996807,0.0,6,0,0,Medium,0
50.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4,1,1,6.0,2,1,0,-1.713,36.0,1.00535425189244,0.058823529411764705,6,0,0,Medium,0
81.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,2.0,3.0,2.0,50.0,4.0,1.0,8,8,3,4.0,2,1,3,0.242,53.0,0.389436230209029,0.0,6,1,1,High,1
86.0,6.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,3.0,3.0,1.0,50.0,4.0,5.0,6,7,3,2.0,2,1,2,0.712,60.0,0.455862315055375,0.0,6,1,1,High,1
41.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,2.0,1.0,2.0,2.0,25.0,3.0,5.0,4,4,2,2.0,2,1,3,0.242,38.0,1.18775518094736,0.0,6,0,0,Low,0
17.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3,2.0,5.0,4.0,4.0,100.0,4.0,1.0,2,2,3,2.0,1,4,3,0.242,37.0,1.33309815833708,0.0,6,0,0,Low,0
50.0,6.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,2.0,3.0,3.0,1.0,25.0,5.0,4.0,6,7,3,4.0,2,1,3,0.712,54.0,0.456403041109179,0.0,6,0,0,Medium,1
51.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,0.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,1,0,0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,4,2.0,2.0,3.0,1.0,95.0,5.0,5.0,4,9,5,1.0,1,1,2,-0.188,49.0,0.719250277404472,0.0,6,0,0,Medium,2
65.0,6.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2,2.0,3.0,1.0,3.0,80.0,5.0,3.0,8,9,5,8.0,1,1,3,0.712,62.0,0.307781199232946,0.0,6,1,1,High,1
61.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2.0,3.0,3.0,3.0,40.0,4.0,4.0,7,8,5,3.0,2,1,3,0.712,54.0,0.529356791902151,0.0,6,1,1,Medium,1
65.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,100.0,3.0,3.0,7,8,4,8.0,1,1,3,1.267,56.0,0.646888631698657,0.0,6,1,1,High,1
64.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,3.0,0.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,1.0,3.0,1.0,95.0,2.0,2.0,6,5,3,8.0,2,1,3,0.242,44.0,0.500172094237707,0.0,6,1,1,High,2
65.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,3.0,3.0,97.0,4.0,4.0,8,6,4,8.0,2,3,3,0.242,53.0,1.05190632749146,0.058823529411764705,6,1,1,High,1
66.0,5.0,3.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2,2.0,3.0,4.0,2.0,50.0,4.0,1.0,4,8,5,8.0,2,1,3,0.712,54.0,1.13805749142956,0.0,6,1,1,High,1
75.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3,2.0,2.0,2.0,1.0,80.0,4.0,4.0,2,7,5,2.0,2,3,3,-0.188,54.0,1.2448625598316,0.0,6,1,1,High,1
54.0,5.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,2.0,3.0,3.0,3.0,80.0,4.0,4.0,5,9,2,8.0,2,1,3,1.267,57.0,1.01961363157284,0.0,6,1,0,Medium,1
58.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5,3.0,4.0,4.0,4.0,50.0,3.0,3.0,2,4,3,3.0,1,4,3,-0.188,50.0,1.14254483992293,0.0,6,1,1,Medium,2
43.0,4.0,3.0,1.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,0.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,0,0,0,1,1,1,0,0,0,0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,3.0,5.0,3.0,30.0,3.0,4.0,3,7,3,6.0,1,1,3,0.242,56.0,0.712480510226011,0.0,6,0,0,Low,0
49.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,2.0,5.0,3.0,5.0,0.0,5.0,1.0,8,2,1,8.0,2,4,3,-1.215,15.0,2.1555575843617,0.0,6,0,0,Medium,2
51.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2,2.0,3.0,2.0,3.0,85.0,3.0,5.0,2,6,4,2.0,1,4,3,1.267,55.0,0.546339439394862,0.0,6,0,0,Medium,1
59.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3,2.0,3.0,2.0,2.0,95.0,3.0,3.0,4,9,3,4.0,2,1,3,0.242,45.0,1.67150611214261,0.0,6,1,1,Medium,1
68.0,5.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2.0,3.0,3.0,1.0,90.0,4.0,3.0,5,8,3,2.0,1,3,3,0.712,47.0,1.6912796653151,0.0,6,1,1,High,2
43.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,2.0,5.0,3.0,4.0,70.0,5.0,5.0,2,3,3,2.0,2,1,2,-1.215,39.0,1.29257634075048,0.0,6,0,0,Low,0
43.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2,2.0,3.0,2.0,2.0,80.0,5.0,5.0,2,4,3,3.0,2,1,2,-0.188,36.0,0.921475513868912,0.0,6,0,0,Low,2
56.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,5,3.0,1.0,1.0,1.0,0.0,5.0,5.0,3,5,3,2.0,2,3,1,-1.215,75.0,2.37451446698996,0.0,6,1,1,Medium,1
42.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3,2.0,2.0,3.0,2.0,40.0,3.0,3.0,2,8,3,2.0,1,4,3,-1.485,49.0,2.03026515590146,0.0,6,0,0,Low,2
70.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2,2.0,2.0,4.0,3.0,100.0,3.0,5.0,5,9,3,8.0,2,1,3,0.242,47.0,1.68505232567506,0.0,6,1,1,High,1
57.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,0,0,0,1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2.0,3.0,3.0,3.0,50.0,2.0,1.0,6,7,2,6.0,2,1,2,-0.188,50.0,0.585983905785532,0.0,6,1,1,Medium,1
48.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,3.0,1.0,25.0,1.0,1.0,6,4,3,8.0,2,1,1,-0.909,39.0,0.557602495370006,0.0,6,0,0,Medium,2
67.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4,2.0,3.0,3.0,3.0,75.0,2.0,4.0,4,9,4,3.0,2,1,3,1.267,62.0,1.77400689273698,0.0,6,1,1,High,1
64.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2,2.0,4.0,4.0,4.0,100.0,2.0,5.0,5,8,4,2.0,1,2,3,0.242,53.0,0.645417896451537,0.0,6,1,1,High,1
51.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,3.0,3.0,3.0,50.0,3.0,3.0,5,7,3,2.0,1,3,2,-0.909,42.0,1.46002402360721,0.0,6,0,0,Medium,2
54.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,5,3.0,3.0,3.0,3.0,80.0,3.0,3.0,1,6,2,7.0,1,1,0,-1.713,41.0,1.93134782904951,0.0,6,1,0,Medium,2
32.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3,3.0,2.0,3.0,1.0,75.0,3.0,2.0,4,1,2,6.0,1,1,2,-1.215,34.0,0.835361879066067,0.0,6,0,0,Low,2
84.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2,2.0,3.0,3.0,3.0,80.0,4.0,4.0,8,7,2,8.0,1,1,3,0.712,55.0,0.352435664320157,0.058823529411764705,6,1,1,High,1
75.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4,2.0,1.0,3.0,1.0,90.0,2.0,2.0,4,8,2,3.0,2,4,2,-1.215,67.0,1.87432958187097,0.058823529411764705,6,1,1,High,1
39.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4,2.0,3.0,3.0,2.0,80.0,4.0,4.0,1,6,3,2.0,2,1,3,-0.188,43.0,1.16807222064516,0.0,6,0,0,Low,0
